Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,U,V 0,V 1,X 0,X 1
1,6,6.27,2856,3433,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,0,0,0,0,1,6,28.939791666666665,24.302833333333336
1,6,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,10.88,2417,3460,0,0,0,3,1,6,28.939791666666665,25.294500000000003
1,6,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,11.0,2516,4081,0,0,0,3,2,5,28.939791666666665,26.134500000000003
2,5,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,11.16,2425,3934,0,0,0,3,5,2,27.117145833333332,27.182500000000005
5,2,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,11.31,1434,3866,0,0,0,3,5,2,28.127145833333334,28.754500000000004
5,2,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,11.85,1983,3930,0,0,0,3,5,2,28.725145833333332,28.754500000000004
5,2,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,11.99,1096,3514,0,0,0,3,1,6,29.551145833333333,28.754500000000004
1,6,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,12.09,1959,4009,0,0,0,3,1,6,32.85514583333333,29.134500000000003
1,6,6.76,2691,3043,7.42,2970,3289,10.75,2895,3144,0.0,0,0,0,0,0,0,1,6,32.85514583333333,29.814500000000002
1,6,7.42,2970,3289,10.75,2895,3144,0.0,0,0,0.0,0,0,0,0,0,0,1,6,32.85514583333333,30.7495
1,6,10.75,2895,3144,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,6,32.85514583333333,31.781166666666667
0,0,0.28,1905,3361,0.52,2316,3648,0.78,1880,3619,0.91,2064,3301,0,0,0,0,5,2,0.0,0.0
5,2,0.52,2316,3648,0.78,1880,3619,0.91,2064,3301,1.1,2878,3355,0,0,0,0,1,6,1.074,0.0
1,6,0.78,1880,3619,0.91,2064,3301,1.1,2878,3355,1.3,1594,3625,0,0,0,3,1,6,4.25,1.3233333333333333
1,6,0.78,1880,3619,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,0,0,0,0,1,6,4.25,1.8766666666666665
1,6,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.02,2291,3582,0,0,0,3,2,5,4.25,2.53
2,5,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.17,2365,3922,0,0,0,3,5,2,3.0633333333333335,3.484
5,2,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.27,1065,3459,0,0,0,3,4,3,4.049333333333333,4.914999999999999
4,3,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.55,1684,3742,0,0,0,3,2,5,4.604333333333333,4.297777777777777
2,5,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.63,2349,3457,0,0,0,3,2,5,5.1593333333333335,4.999777777777777
2,5,0.91,2064,3301,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,0,0,0,0,6,1,5.1593333333333335,5.977777777777777
6,1,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,2.86,1274,3759,0,0,0,3,6,1,5.876,9.889777777777777
6,1,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,3.08,1724,3783,0,0,0,3,6,1,6.317666666666667,9.889777777777777
6,1,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,3.55,2192,3766,0,0,0,3,6,1,6.916,9.889777777777777
6,1,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,3.8,2639,3633,0,0,0,3,5,2,7.677666666666667,9.889777777777777
5,2,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,4.08,2623,3841,0,0,0,3,2,5,8.777666666666667,8.402888888888889
2,5,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,4.42,2550,3517,0,0,0,3,2,5,10.427666666666667,9.49488888888889
2,5,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,4.86,2324,3461,0,0,0,3,5,2,10.427666666666667,10.556888888888889
5,2,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.02,1084,3802,0,0,0,3,4,3,11.395666666666667,12.149888888888889
4,3,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.26,1433,3337,0,0,0,3,2,5,11.960666666666667,11.575814814814816
2,5,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.42,1183,3461,0,0,0,3,2,5,12.525666666666666,12.173814814814817
2,5,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.6,1262,3834,0,0,0,3,5,2,12.525666666666666,12.665814814814816
5,2,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.76,2460,3669,0,0,0,3,5,2,13.051666666666666,13.403814814814817
5,2,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.89,2531,3735,0,0,0,3,1,6,14.075666666666667,13.403814814814817
1,6,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,5.98,1489,3501,0,0,0,3,1,6,18.171666666666667,14.282148148148151
1,6,1.1,2878,3355,1.58,2944,2844,2.73,2400,3278,6.15,2628,3573,0,0,0,2,1,6,18.171666666666667,14.798814814814818
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,6.53,1082,3121,0,0,0,3,1,6,18.171666666666667,15.632148148148152
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,6.68,1370,3613,0,0,0,3,2,5,18.171666666666667,16.007148148148154
2,5,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,6.89,1085,3002,0,0,0,3,4,3,16.90190740740741,16.577148148148154
4,3,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,7.13,2386,3479,0,0,0,3,5,2,16.45452777777778,17.33048148148149
5,2,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,7.51,2559,3890,0,0,0,3,5,2,17.44852777777778,17.707148148148153
5,2,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,8.24,1586,3982,0,0,0,3,1,6,18.51452777777778,17.707148148148153
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,8.61,1066,3408,0,0,0,3,1,6,22.778527777777782,18.257148148148154
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,8.8,1428,3534,0,0,0,3,1,6,22.778527777777782,18.627148148148155
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,8.86,1906,3830,0,0,0,3,1,6,22.778527777777782,19.12381481481482
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,9.41,1518,3512,0,0,0,3,1,6,22.778527777777782,19.785481481481487
1,6,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,9.59,2391,3999,0,0,0,3,2,5,22.778527777777782,20.312148148148154
2,5,1.1,2878,3355,1.58,2944,2844,6.15,2628,3573,9.82,2534,3397,0,0,0,2,5,2,21.282004629629633,21.308148148148153
5,2,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,9.93,1337,3632,0,0,0,3,5,2,22.378004629629633,22.802148148148156
5,2,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,10.14,2058,3427,0,0,0,3,2,5,22.936004629629632,22.802148148148156
2,5,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,10.71,1775,3992,0,0,0,3,2,5,23.773004629629632,23.660148148148156
2,5,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,10.98,1399,3499,0,0,0,3,6,1,23.773004629629632,24.400148148148155
6,1,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,11.12,1106,3946,0,0,0,3,6,1,24.25800462962963,27.360148148148156
6,1,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,11.25,1807,3435,0,0,0,3,6,1,24.641337962962965,27.360148148148156
6,1,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,11.58,2388,3381,0,0,0,3,5,2,25.26800462962963,27.360148148148156
5,2,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,11.78,1613,3612,0,0,0,3,2,5,26.26400462962963,26.00074305555556
2,5,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,11.96,1805,4127,0,0,0,3,2,5,27.75800462962963,26.67274305555556
2,5,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,12.11,2351,4418,0,0,0,3,2,5,27.75800462962963,27.42474305555556
2,5,1.1,2878,3355,1.58,2944,2844,9.82,2534,3397,0.0,0,0,0,0,0,2,6,1,27.75800462962963,28.40474305555556
6,1,1.1,2878,3355,1.58,2944,2844,0.0,0,0,0.0,0,0,0,0,0,0,6,1,28.63800462962963,32.32474305555556
6,1,1.58,2944,2844,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,29.63800462962963,32.32474305555556
0,0,0.08,2783,4055,0.21,2434,3119,0.41,1059,3569,1.09,1836,3199,0,0,0,0,4,3,0.0,0.0
4,3,0.21,2434,3119,0.41,1059,3569,1.09,1836,3199,1.4,2252,3612,0,0,0,0,1,6,1.53,0.0
1,6,0.41,1059,3569,1.09,1836,3199,1.4,2252,3612,1.62,2327,3387,0,0,0,0,1,6,5.88,1.0550000000000002
1,6,1.09,1836,3199,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,0,0,0,0,1,6,5.879999999999999,1.4233333333333336
1,6,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,1.95,1742,3720,0,0,0,3,1,6,5.88,2.06
1,6,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,2.4,1334,3156,0,0,0,3,1,6,5.879999999999999,2.665
1,6,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,2.75,1311,2833,0,0,0,3,1,6,5.879999999999999,3.1283333333333334
1,6,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,2.96,2306,3814,0,0,0,3,2,5,5.879999999999999,3.5833333333333335
2,5,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,3.2,1682,3613,0,0,0,3,5,2,4.504166666666666,4.543333333333333
5,2,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,3.41,1609,3444,0,0,0,3,5,2,5.204166666666667,5.983333333333333
5,2,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,3.75,1988,3807,0,0,0,3,5,2,5.8741666666666665,5.983333333333333
5,2,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,4.02,2043,4021,0,0,0,3,1,6,6.702166666666667,5.983333333333333
1,6,1.4,2252,3612,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,0,0,0,0,1,6,10.014166666666666,6.693333333333333
1,6,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,4.3,2408,3723,0,0,0,3,2,5,10.014166666666666,7.475
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,4.57,1463,3962,0,0,0,3,5,2,8.35375,8.479
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,4.85,2063,4081,0,0,0,3,5,2,8.96375,9.985
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,5.3,1487,3415,0,0,0,3,5,2,9.823749999999999,9.985
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,5.71,2670,3996,0,0,0,3,2,5,10.443749999999998,9.985
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,5.81,2897,3834,0,0,0,3,2,5,11.37375,11.097
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,5.87,1984,3593,0,0,0,3,6,1,11.37375,12.305
6,1,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,6.43,1646,3824,0,0,0,3,6,1,12.062083333333332,17.137
6,1,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,6.56,2830,4139,0,0,0,3,6,1,12.63375,17.137
6,1,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,6.82,2226,3241,0,0,0,3,6,1,13.617083333333333,17.137
6,1,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,7.81,1145,3535,0,0,0,3,6,1,14.390416666666667,17.137
6,1,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,8.05,2601,4116,0,0,0,3,5,2,14.78875,17.137
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,8.18,1708,3154,0,0,0,3,2,5,15.87275,15.763708333333334
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,8.45,1532,3383,0,0,0,3,2,5,17.49875,16.475708333333333
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,8.58,1691,3551,0,0,0,3,2,5,17.49875,17.113708333333335
2,5,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,9.0,1178,3794,0,0,0,3,5,2,17.49875,17.817708333333336
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,9.14,1672,3845,0,0,0,3,5,2,17.98875,18.873708333333337
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,9.41,2359,3865,0,0,0,3,5,2,18.68475,18.873708333333337
5,2,1.62,2327,3387,1.82,2989,3459,4.16,2794,3622,9.53,2582,2604,0,0,0,0,1,6,19.66675,18.873708333333337
1,6,1.82,2989,3459,4.16,2794,3622,9.53,2582,2604,9.69,2718,3545,0,0,0,3,1,6,23.59475,19.68204166666667
1,6,1.82,2989,3459,4.16,2794,3622,9.53,2582,2604,9.83,1039,3990,0,0,0,3,1,6,23.59475,20.625375000000005
1,6,1.82,2989,3459,4.16,2794,3622,9.53,2582,2604,10.29,2392,3541,0,0,0,3,2,5,23.59475,20.985375000000005
2,5,1.82,2989,3459,4.16,2794,3622,9.53,2582,2604,10.48,2799,3451,0,0,0,1,2,5,22.110062500000005,21.981375000000003
2,5,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,10.88,1367,3657,0,0,0,3,6,1,22.110062500000005,23.145375000000005
6,1,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,11.2,2990,3721,0,0,0,3,6,1,22.585062500000006,27.801375000000004
6,1,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,11.35,2871,3626,0,0,0,3,6,1,23.62339583333334,27.801375000000004
6,1,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,11.44,2876,3573,0,0,0,3,6,1,24.620062500000007,27.801375000000004
6,1,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,11.56,1779,3481,0,0,0,3,5,2,25.61839583333334,27.801375000000004
5,2,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,11.93,1642,3325,0,0,0,3,2,5,26.360395833333342,26.210718750000005
2,5,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,12.07,1892,3900,0,0,0,3,2,5,27.473395833333342,26.894718750000006
2,5,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,12.17,1509,4234,0,0,0,3,5,2,27.473395833333342,27.682718750000006
5,2,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,12.49,1766,3516,0,0,0,3,5,2,28.101395833333342,28.864718750000005
5,2,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,12.7,2588,3807,0,0,0,3,5,2,28.837395833333343,28.864718750000005
5,2,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,12.84,2386,3293,0,0,0,3,1,6,29.915395833333342,28.864718750000005
1,6,1.82,2989,3459,9.53,2582,2604,10.48,2799,3451,0.0,0,0,0,0,0,2,1,6,34.22739583333334,29.69305208333334
1,6,1.82,2989,3459,9.53,2582,2604,0.0,0,0,0.0,0,0,0,0,0,0,1,6,34.22739583333334,30.664718750000006
1,6,9.53,2582,2604,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,6,34.22739583333334,31.70305208333334
0,0,0.19,1873,3792,0.26,1714,3731,0.43,2690,4584,0.63,2876,3058,0,0,0,0,2,5,0.0,0.0
2,5,0.26,1714,3731,0.43,2690,4584,0.63,2876,3058,0.86,1370,3731,0,0,0,0,1,6,2.14,0.0
1,6,0.43,2690,4584,0.63,2876,3058,0.86,1370,3731,1.08,2006,3583,0,0,0,2,1,6,4.09,0.855
1,6,0.43,2690,4584,0.63,2876,3058,1.08,2006,3583,1.3,2263,3719,0,0,0,2,1,6,4.09,1.335
1,6,0.43,2690,4584,0.63,2876,3058,1.3,2263,3719,1.47,1023,3621,0,0,0,3,2,5,4.09,2.0316666666666667
2,5,0.43,2690,4584,0.63,2876,3058,1.3,2263,3719,1.75,1074,3479,0,0,0,3,2,5,2.7125,2.457666666666667
2,5,0.43,2690,4584,0.63,2876,3058,1.3,2263,3719,1.84,2674,3581,0,0,0,0,5,2,2.7125,2.905666666666667
5,2,0.63,2876,3058,1.3,2263,3719,1.84,2674,3581,1.93,2730,3442,0,0,0,1,2,5,3.8324999999999996,3.577666666666667
2,5,0.63,2876,3058,1.84,2674,3581,1.93,2730,3442,2.05,2687,3411,0,0,0,1,2,5,5.512499999999999,4.519666666666667
2,5,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,2.15,1362,4398,0,0,0,3,5,2,5.512499999999999,5.633666666666667
5,2,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,2.24,1424,3831,0,0,0,3,6,1,6.080499999999999,7.304666666666667
6,1,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,2.46,2212,3816,0,0,0,3,5,2,6.575499999999999,9.096833333333334
5,2,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,2.82,2646,3711,0,0,0,3,5,2,7.497499999999999,7.588666666666667
5,2,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,3.05,2747,3601,0,0,0,3,1,6,8.599499999999999,7.588666666666667
1,6,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,3.26,2035,3363,0,0,0,3,1,6,13.007499999999999,8.542
1,6,0.63,2876,3058,1.93,2730,3442,2.05,2687,3411,3.57,2530,3190,0,0,0,2,1,6,13.007499999999999,9.248666666666667
1,6,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,3.66,2366,3938,0,0,0,3,1,6,13.007499999999999,10.182
1,6,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,3.98,1882,3731,0,0,0,3,2,5,13.007499999999999,11.003666666666668
2,5,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,4.14,2574,4024,0,0,0,3,5,2,11.59475,11.787666666666668
5,2,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,4.26,1947,3719,0,0,0,3,5,2,12.66675,12.963666666666668
5,2,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,4.43,2565,3448,0,0,0,3,2,5,13.47875,12.963666666666668
2,5,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,4.59,2508,3662,0,0,0,3,2,5,14.69675,14.031666666666668
2,5,0.63,2876,3058,1.93,2730,3442,3.57,2530,3190,4.8,2789,3397,0,0,0,1,5,2,14.69675,15.075666666666669
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,4.85,1537,3274,0,0,0,3,5,2,15.83475,16.64166666666667
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,5.09,2644,3905,0,0,0,3,5,2,16.47475,16.64166666666667
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,5.32,2442,3490,0,0,0,3,1,6,17.57675,16.64166666666667
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,5.43,1105,3580,0,0,0,3,1,6,21.98475,17.490000000000002
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,5.64,1574,3570,0,0,0,3,1,6,21.98475,17.873333333333335
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,5.8,1247,3844,0,0,0,3,1,6,21.98475,18.42
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,6.18,2604,3730,0,0,0,3,1,6,21.98475,18.853333333333335
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,6.34,2491,3935,0,0,0,3,2,5,21.98475,19.756666666666668
2,5,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,6.5,2016,3829,0,0,0,3,5,2,20.41904166666667,20.794666666666668
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,6.7,1783,3872,0,0,0,3,5,2,21.25904166666667,22.351666666666667
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,6.89,2577,3652,0,0,0,3,5,2,22.00104166666667,22.351666666666667
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,7.03,2216,3947,0,0,0,3,1,6,23.07504166666667,22.351666666666667
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,7.38,1222,3210,0,0,0,3,1,6,27.37104166666667,23.121666666666666
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,7.58,2110,3590,0,0,0,3,1,6,27.37104166666667,23.546666666666667
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,7.86,1134,3987,0,0,0,3,1,6,27.37104166666667,24.28
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,7.94,2855,3819,0,0,0,3,2,5,27.37104166666667,24.673333333333336
2,5,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,8.01,1674,3673,0,0,0,3,5,2,25.825520833333336,25.863333333333337
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,8.2,2216,4200,0,0,0,3,5,2,26.523520833333336,27.648333333333337
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,8.71,2101,3448,0,0,0,3,5,2,27.447520833333336,27.648333333333337
5,2,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,9.2,2148,2926,0,0,0,3,1,6,28.323520833333337,27.648333333333337
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,9.44,1051,3390,0,0,0,3,1,6,31.827520833333335,28.395000000000003
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,9.57,1567,3533,0,0,0,3,1,6,31.827520833333335,28.76
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,9.7,1487,4086,0,0,0,3,1,6,31.827520833333335,29.303333333333335
1,6,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,9.77,1456,3954,0,0,0,3,2,5,31.827520833333335,29.82
2,5,0.63,2876,3058,3.57,2530,3190,4.8,2789,3397,0.0,0,0,0,0,0,1,3,4,30.565427083333336,30.426000000000002
3,4,0.63,2876,3058,4.8,2789,3397,0.0,0,0,0.0,0,0,0,0,0,1,6,1,30.31695138888889,31.7435
6,1,0.63,2876,3058,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,1,31.285284722222222,35.696
0,0,0.17,1379,3520,0.36,1993,3572,0.67,1837,3183,0.96,1795,3592,0,0,0,0,5,2,0.0,0.0
5,2,0.36,1993,3572,0.67,1837,3183,0.96,1795,3592,1.2,1211,3494,0,0,0,0,1,6,0.7440000000000001,0.0
1,6,0.67,1837,3183,0.96,1795,3592,1.2,1211,3494,1.42,2509,3372,0,0,0,1,1,6,3.04,1.0516666666666667
1,6,0.67,1837,3183,1.2,1211,3494,1.42,2509,3372,1.63,1185,4140,0,0,0,3,2,5,3.04,1.6750000000000003
2,5,0.67,1837,3183,1.2,1211,3494,1.42,2509,3372,1.74,1260,3708,0,0,0,3,5,2,2.0458333333333334,2.1690000000000005
5,2,0.67,1837,3183,1.2,1211,3494,1.42,2509,3372,1.83,1594,3389,0,0,0,1,5,2,2.5698333333333334,2.91
5,2,0.67,1837,3183,1.42,2509,3372,1.83,1594,3389,1.97,2347,2626,0,0,0,2,2,5,3.0738333333333334,2.91
2,5,0.67,1837,3183,1.42,2509,3372,1.97,2347,2626,2.59,2660,3861,0,0,0,0,2,5,3.829833333333333,3.574
2,5,1.42,2509,3372,1.97,2347,2626,2.59,2660,3861,3.03,2718,3367,0,0,0,2,5,2,3.829833333333333,4.34
5,2,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,3.26,1136,3613,0,0,0,3,5,2,4.937833333333334,5.489
5,2,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,3.74,2384,3390,0,0,0,3,5,2,5.411833333333334,5.489
5,2,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,3.88,2733,3981,0,0,0,3,1,6,6.405833333333334,5.489
1,6,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,4.01,1674,3981,0,0,0,3,1,6,10.381833333333333,6.437333333333333
1,6,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,4.33,1644,3594,0,0,0,3,1,6,10.381833333333333,7.019
1,6,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,5.16,2009,3316,0,0,0,3,1,6,10.381833333333333,7.589
1,6,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,5.53,1074,3706,0,0,0,3,1,6,10.381833333333333,8.287333333333335
1,6,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,5.68,1008,3474,0,0,0,3,2,5,10.381833333333333,8.660666666666668
2,5,1.42,2509,3372,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,0,0,0,0,2,5,9.334583333333335,9.080666666666668
2,5,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,6.03,1808,3274,0,0,0,3,6,1,9.334583333333335,10.126666666666667
6,1,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,6.71,1972,3977,0,0,0,3,6,1,9.962916666666668,14.310666666666668
6,1,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,6.96,2367,3467,0,0,0,3,6,1,10.647916666666669,14.310666666666668
6,1,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,7.05,1584,3280,0,0,0,3,6,1,11.469583333333336,14.310666666666668
6,1,1.97,2347,2626,3.03,2718,3367,5.82,2862,3644,7.68,2996,3402,0,0,0,2,5,2,12.019583333333337,14.310666666666668
5,2,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,7.8,1107,3319,0,0,0,3,2,5,13.211583333333337,12.890125000000001
2,5,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,8.11,2993,4235,0,0,0,3,1,6,14.999583333333337,13.352125000000001
1,6,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,8.31,1607,3232,0,0,0,3,1,6,17.109041666666673,14.392125
1,6,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,8.39,1262,3164,0,0,0,3,2,5,17.109041666666673,14.950458333333334
2,5,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,8.56,1145,3607,0,0,0,3,2,5,15.750583333333337,15.476458333333333
2,5,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,8.66,1418,3746,0,0,0,3,5,2,15.750583333333337,15.954458333333333
5,2,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,9.29,1500,3394,0,0,0,3,5,2,16.34058333333334,16.671458333333334
5,2,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,9.34,2265,3812,0,0,0,3,2,5,16.964583333333337,16.671458333333334
2,5,1.97,2347,2626,3.03,2718,3367,7.68,2996,3402,9.97,2990,3290,0,0,0,1,2,5,17.900583333333337,17.615458333333333
2,5,1.97,2347,2626,7.68,2996,3402,9.97,2990,3290,10.16,2127,2845,0,0,0,3,6,1,17.900583333333337,18.747458333333334
6,1,1.97,2347,2626,7.68,2996,3402,9.97,2990,3290,10.26,2812,3499,0,0,0,3,6,1,18.63891666666667,23.275458333333333
6,1,1.97,2347,2626,7.68,2996,3402,9.97,2990,3290,11.05,2949,3351,0,0,0,3,6,1,19.615583333333337,23.275458333333333
6,1,1.97,2347,2626,7.68,2996,3402,9.97,2990,3290,11.32,1294,3286,0,0,0,3,6,1,20.63891666666667,23.275458333333333
